firstname,firstname_length,proba_man,proba_female,total
pamela,6,0.0,100.0,8736.0
honore,6,98.79,1.21,8687.0
farida,6,0.0,100.0,8534.0
amedee,6,92.71,7.29,8530.0
sandro,6,100.0,0.0,8509.0
kleber,6,100.0,0.0,8460.0
serena,6,0.0,100.0,8331.0
hector,6,100.0,0.0,8242.0
mourad,6,100.0,0.0,8166.0
elliot,6,99.7,0.3,8022.0
chaima,6,0.0,100.0,8016.0
gildas,6,97.73,2.27,8007.0
joanna,6,0.0,100.0,7998.0
selena,6,0.0,100.0,7978.0
celina,6,0.0,100.0,7951.0
nelson,6,100.0,0.0,7891.0
idriss,6,100.0,0.0,7763.0
naomie,6,0.0,100.0,7760.0
elouan,6,100.0,0.0,7557.0
gianni,6,100.0,0.0,7476.0
erwann,6,100.0,0.0,7452.0
marwan,6,100.0,0.0,7369.0
maylis,6,0.0,100.0,7244.0
noella,6,0.0,100.0,7178.0
nolann,6,100.0,0.0,7142.0
lolita,6,0.0,100.0,7104.0
nolhan,6,100.0,0.0,7076.0
djamel,6,100.0,0.0,7053.0
malone,6,96.3,3.7,6886.0
paloma,6,0.0,100.0,6732.0
edgard,6,98.95,1.05,6668.0
clelia,6,0.0,100.0,6630.0
walter,6,100.0,0.0,6591.0
amanda,6,0.0,100.0,6565.0
dorine,6,0.0,100.0,6471.0
salima,6,0.0,100.0,6367.0
irenee,6,69.88,30.12,6335.0
valery,6,87.4,12.6,6120.0
jessie,6,9.48,90.52,6105.0
solenn,6,0.48,99.52,6060.0
frantz,6,98.45,1.55,6058.0
youcef,6,100.0,0.0,6051.0
meriem,6,0.0,100.0,6002.0
mounir,6,100.0,0.0,5982.0
sofian,6,100.0,0.0,5980.0
ilyana,6,0.0,100.0,5873.0
warren,6,99.66,0.34,5861.0
maelie,6,0.0,100.0,5852.0
naelle,6,0.0,100.0,5697.0
hicham,6,100.0,0.0,5680.0
olympe,6,5.15,94.85,5673.0
alycia,6,0.0,100.0,5606.0
halima,6,0.0,100.0,5528.0
adrian,6,100.0,0.0,5510.0
celian,6,100.0,0.0,5482.0
shanna,6,0.0,100.0,5353.0
wesley,6,100.0,0.0,5307.0
hassan,6,100.0,0.0,5305.0
ashley,6,5.04,94.96,5257.0
yassin,6,100.0,0.0,5161.0
paulin,6,99.38,0.62,5149.0
imrane,6,99.59,0.41,5089.0
jamila,6,0.0,100.0,5081.0
thiago,6,100.0,0.0,5063.0
yousra,6,0.0,100.0,5045.0
melvyn,6,100.0,0.0,5044.0
soizic,6,1.03,98.97,5033.0
regina,6,0.0,100.0,5030.0
simeon,6,98.92,1.08,4723.0
tamara,6,0.0,100.0,4720.0
yaelle,6,0.0,100.0,4692.0
marley,6,80.56,19.44,4635.0
blaise,6,91.29,8.71,4616.0
rozenn,6,0.0,100.0,4607.0
hanane,6,0.0,100.0,4605.0
prisca,6,4.73,95.27,4587.0
mayssa,6,0.0,100.0,4580.0
aliyah,6,0.0,100.0,4576.0
hannah,6,0.0,100.0,4547.0
kelyan,6,100.0,0.0,4503.0
shaina,6,0.0,100.0,4495.0
urbain,6,95.44,4.56,4493.0
hocine,6,100.0,0.0,4384.0
calvin,6,100.0,0.0,4335.0
elvire,6,0.0,100.0,4302.0
fabian,6,100.0,0.0,4290.0
syrine,6,0.0,100.0,4268.0
brenda,6,0.0,100.0,4248.0
hayden,6,88.05,11.95,4209.0
loubna,6,0.0,100.0,4208.0
isaure,6,0.0,100.0,4169.0
lorena,6,0.0,100.0,4145.0
khalid,6,100.0,0.0,4108.0
janick,6,46.41,53.59,4103.0
mayron,6,100.0,0.0,4049.0
cassie,6,0.0,100.0,4043.0
emilio,6,100.0,0.0,4032.0
nasser,6,100.0,0.0,4031.0
kahina,6,0.0,100.0,4024.0
lauren,6,0.0,100.0,4015.0
latifa,6,0.0,100.0,4013.0
isabel,6,0.65,99.35,3996.0
meryem,6,0.0,100.0,3942.0
thalia,6,0.0,100.0,3919.0
sandie,6,0.62,99.38,3861.0
khalil,6,100.0,0.0,3844.0
marcus,6,100.0,0.0,3820.0
lorene,6,0.0,100.0,3814.0
milena,6,0.0,100.0,3811.0
landry,6,96.99,3.01,3787.0
haroun,6,100.0,0.0,3784.0
juline,6,0.0,100.0,3760.0
katell,6,0.0,100.0,3760.0
marlon,6,100.0,0.0,3736.0
andrew,6,100.0,0.0,3727.0
flavio,6,100.0,0.0,3718.0
alcide,6,99.29,0.71,3649.0
harold,6,100.0,0.0,3649.0
maelya,6,0.0,100.0,3634.0
ignace,6,89.01,10.99,3614.0
brayan,6,100.0,0.0,3585.0
mehmet,6,100.0,0.0,3573.0
ronald,6,100.0,0.0,3557.0
faycal,6,100.0,0.0,3532.0
valere,6,94.4,5.6,3517.0
gloria,6,0.0,100.0,3479.0
leanne,6,0.0,100.0,3462.0
lorine,6,0.0,100.0,3433.0
johana,6,0.0,100.0,3407.0
amalia,6,0.0,100.0,3404.0
melyna,6,0.0,100.0,3398.0
safiya,6,0.0,100.0,3372.0
ludwig,6,100.0,0.0,3347.0
vanina,6,0.0,100.0,3326.0
jayden,6,97.26,2.74,3323.0
jihane,6,0.0,100.0,3303.0
joanny,6,95.27,4.73,3301.0
sergio,6,100.0,0.0,3289.0
nabila,6,0.0,100.0,3261.0
sakina,6,0.0,100.0,3261.0
frieda,6,0.0,100.0,3235.0
joanne,6,2.17,97.83,3226.0
gatien,6,98.76,1.24,3220.0
iliana,6,0.0,100.0,3193.0
maxine,6,0.0,100.0,3193.0
kelian,6,100.0,0.0,3184.0
lazare,6,94.25,5.75,3180.0
louann,6,7.94,92.06,3174.0
layana,6,0.0,100.0,3172.0
maelia,6,0.0,100.0,3128.0
edward,6,100.0,0.0,3095.0
shayna,6,0.0,100.0,3075.0
tasnim,6,1.3,98.7,3075.0
pacome,6,98.17,1.83,3053.0
khaled,6,100.0,0.0,3049.0
kheira,6,0.0,100.0,3046.0
melyne,6,0.0,100.0,3036.0
elijah,6,92.5,7.5,3027.0
mounia,6,0.0,100.0,3015.0
emelie,6,0.0,100.0,3013.0
mikail,6,100.0,0.0,3006.0
stefan,6,100.0,0.0,2997.0
allain,6,100.0,0.0,2993.0
yanick,6,83.9,16.1,2987.0
jibril,6,100.0,0.0,2977.0
alyson,6,0.0,100.0,2955.0
eloane,6,0.0,100.0,2918.0
saliha,6,0.0,100.0,2906.0
jessim,6,100.0,0.0,2905.0
amadou,6,100.0,0.0,2903.0
wissem,6,77.52,22.48,2901.0
anouck,6,0.0,100.0,2879.0
ulrich,6,100.0,0.0,2849.0
kassim,6,100.0,0.0,2826.0
fadila,6,0.0,100.0,2813.0
aurele,6,91.32,8.68,2812.0
selene,6,0.0,100.0,2808.0
loucas,6,100.0,0.0,2789.0
houria,6,0.0,100.0,2787.0
wilson,6,100.0,0.0,2773.0
thimeo,6,100.0,0.0,2771.0
thelma,6,0.0,100.0,2770.0
aloyse,6,94.31,5.69,2741.0
jayson,6,100.0,0.0,2735.0
eliana,6,0.0,100.0,2734.0
adelie,6,0.0,100.0,2699.0
zeynep,6,0.0,100.0,2667.0
bianca,6,0.0,100.0,2648.0
yasser,6,100.0,0.0,2644.0
martha,6,0.0,100.0,2639.0
magaly,6,0.0,100.0,2625.0
florie,6,0.0,100.0,2622.0
brieuc,6,100.0,0.0,2621.0
bintou,6,0.0,100.0,2590.0
hichem,6,100.0,0.0,2579.0
cherif,6,100.0,0.0,2575.0
jennah,6,0.0,100.0,2574.0
monica,6,0.0,100.0,2561.0
shaima,6,0.0,100.0,2553.0
geraud,6,99.06,0.94,2542.0
arnold,6,100.0,0.0,2539.0
sharon,6,2.7,97.3,2521.0
stessy,6,3.76,96.24,2503.0
filipe,6,100.0,0.0,2502.0
aleyna,6,0.0,100.0,2499.0
kilyan,6,100.0,0.0,2496.0
nestor,6,93.52,6.48,2469.0
tifenn,6,8.04,91.96,2451.0
karina,6,0.0,100.0,2449.0
sidney,6,62.04,37.96,2445.0
anicet,6,92.13,7.87,2426.0
aloise,6,73.24,26.76,2425.0
aymane,6,100.0,0.0,2391.0
renald,6,100.0,0.0,2390.0
franco,6,100.0,0.0,2385.0
rosita,6,0.0,100.0,2379.0
raissa,6,0.0,100.0,2375.0
ursule,6,6.65,93.35,2360.0
wissam,6,81.27,18.73,2360.0
eleana,6,0.0,100.0,2358.0
edithe,6,0.0,100.0,2352.0
loanne,6,0.0,100.0,2342.0
mayeul,6,100.0,0.0,2333.0
george,6,72.29,27.71,2328.0
leonne,6,0.0,100.0,2301.0
mattis,6,100.0,0.0,2291.0
bachir,6,100.0,0.0,2290.0
maelan,6,95.69,4.31,2253.0
merlin,6,100.0,0.0,2237.0
claudy,6,62.72,37.28,2232.0
malory,6,16.4,83.6,2225.0
elisee,6,85.23,14.77,2221.0
habiba,6,0.0,100.0,2220.0
matias,6,100.0,0.0,2217.0
jassim,6,100.0,0.0,2213.0
loukas,6,100.0,0.0,2212.0
leelou,6,0.0,100.0,2211.0
cathie,6,0.0,100.0,2203.0
hafida,6,0.0,100.0,2194.0
assiya,6,0.0,100.0,2190.0
maelis,6,0.0,100.0,2190.0
fouzia,6,0.0,100.0,2186.0
maryne,6,0.0,100.0,2173.0
timote,6,100.0,0.0,2168.0
silvia,6,0.0,100.0,2162.0
yaniss,6,100.0,0.0,2156.0
lenaic,6,74.0,26.0,2150.0
chanel,6,1.17,98.83,2128.0
ayline,6,0.0,100.0,2120.0
hakima,6,0.0,100.0,2109.0
curtis,6,100.0,0.0,2101.0
lauryn,6,0.0,100.0,2094.0
marian,6,94.64,5.36,2090.0
chayma,6,0.0,100.0,2079.0
lounes,6,98.46,1.54,2079.0
virgil,6,100.0,0.0,2067.0
coumba,6,0.0,100.0,2064.0
jacquy,6,100.0,0.0,2062.0
sohane,6,7.38,92.62,2060.0
vivian,6,96.69,3.31,2053.0
sydney,6,41.55,58.45,2048.0
noelia,6,0.0,100.0,2039.0
achraf,6,98.53,1.47,2034.0
camila,6,0.0,100.0,2015.0
toufik,6,100.0,0.0,2015.0
alissa,6,0.0,100.0,2011.0
maiwen,6,7.12,92.88,2008.0
bertha,6,0.0,100.0,2003.0
gurvan,6,100.0,0.0,1994.0
thymeo,6,100.0,0.0,1990.0
lamine,6,100.0,0.0,1987.0
bertin,6,96.26,3.74,1981.0
lylian,6,98.92,1.08,1941.0
davina,6,0.0,100.0,1939.0
anouar,6,100.0,0.0,1933.0
keziah,6,71.89,28.11,1928.0
darius,6,100.0,0.0,1924.0
melisa,6,0.0,100.0,1924.0
kamila,6,0.0,100.0,1923.0
samson,6,94.43,5.57,1922.0
hassen,6,100.0,0.0,1916.0
youenn,6,100.0,0.0,1915.0
loevan,6,100.0,0.0,1914.0
milene,6,0.0,100.0,1912.0
sylvio,6,100.0,0.0,1912.0
mahaut,6,1.37,98.63,1893.0
audric,6,100.0,0.0,1892.0
nolwen,6,8.3,91.7,1892.0
othman,6,100.0,0.0,1891.0
leonor,6,4.24,95.76,1889.0
athena,6,0.0,100.0,1884.0
miloud,6,100.0,0.0,1883.0
marise,6,0.0,100.0,1868.0
oualid,6,100.0,0.0,1851.0
oliver,6,100.0,0.0,1839.0
farouk,6,100.0,0.0,1837.0
medine,6,64.56,35.44,1837.0
teresa,6,0.0,100.0,1837.0
milann,6,100.0,0.0,1822.0
meissa,6,4.34,95.66,1819.0
tobias,6,100.0,0.0,1819.0
billal,6,100.0,0.0,1811.0
ethann,6,100.0,0.0,1810.0
elvina,6,0.0,100.0,1809.0
soumia,6,0.0,100.0,1806.0
tifany,6,0.0,100.0,1805.0
debora,6,0.0,100.0,1797.0
kelvin,6,100.0,0.0,1784.0
ilyess,6,100.0,0.0,1780.0
leanna,6,0.0,100.0,1779.0
nawfel,6,100.0,0.0,1775.0
marvyn,6,100.0,0.0,1768.0
adonis,6,100.0,0.0,1764.0
hatice,6,0.0,100.0,1763.0
kawtar,6,0.0,100.0,1753.0
norman,6,100.0,0.0,1750.0
antoni,6,100.0,0.0,1745.0
cyndie,6,0.0,100.0,1739.0
djamal,6,100.0,0.0,1730.0
faouzi,6,100.0,0.0,1727.0
nacera,6,0.0,100.0,1722.0
nohlan,6,100.0,0.0,1718.0
eileen,6,0.0,100.0,1717.0
isaiah,6,98.42,1.58,1710.0
feriel,6,0.0,100.0,1709.0
medina,6,0.0,100.0,1706.0
marika,6,0.0,100.0,1694.0
yassir,6,100.0,0.0,1694.0
milhan,6,100.0,0.0,1693.0
kalvin,6,100.0,0.0,1686.0
miriam,6,0.0,100.0,1669.0
malick,6,100.0,0.0,1667.0
maelly,6,0.0,100.0,1665.0
janina,6,0.0,100.0,1662.0
melany,6,0.0,100.0,1657.0
mareva,6,0.0,100.0,1641.0
lenaig,6,1.29,98.71,1634.0
coleen,6,2.88,97.12,1631.0
sihame,6,0.0,100.0,1631.0
annita,6,0.0,100.0,1629.0
madjid,6,100.0,0.0,1618.0
cathia,6,0.0,100.0,1601.0
lyanna,6,0.0,100.0,1595.0
gerome,6,100.0,0.0,1592.0
nikita,6,33.04,66.96,1589.0
elyana,6,0.0,100.0,1577.0
taylor,6,70.38,29.62,1563.0
meriam,6,0.0,100.0,1560.0
mylann,6,98.65,1.35,1559.0
bakary,6,100.0,0.0,1554.0
anthea,6,0.0,100.0,1553.0
doryan,6,100.0,0.0,1553.0
joakim,6,100.0,0.0,1539.0
junior,6,100.0,0.0,1533.0
selyan,6,100.0,0.0,1531.0
yelena,6,0.0,100.0,1523.0
pietro,6,100.0,0.0,1520.0
viktor,6,100.0,0.0,1520.0
josian,6,100.0,0.0,1518.0
abdoul,6,100.0,0.0,1516.0
qassim,6,100.0,0.0,1516.0
amelle,6,0.0,100.0,1512.0
elvira,6,0.0,100.0,1509.0
maylie,6,0.0,100.0,1509.0
silvio,6,100.0,0.0,1509.0
philip,6,100.0,0.0,1505.0
nikola,6,98.4,1.6,1503.0
ainhoa,6,0.0,100.0,1501.0
merwan,6,100.0,0.0,1498.0
kayden,6,100.0,0.0,1489.0
lounis,6,100.0,0.0,1487.0
callie,6,0.0,100.0,1482.0
mohand,6,100.0,0.0,1476.0
elissa,6,0.0,100.0,1474.0
serine,6,0.0,100.0,1471.0
damian,6,100.0,0.0,1465.0
jannah,6,0.0,100.0,1459.0
natheo,6,100.0,0.0,1457.0
denyse,6,0.0,100.0,1446.0
oriana,6,0.0,100.0,1441.0
alexie,6,0.0,100.0,1432.0
kellya,6,0.0,100.0,1426.0
kendra,6,0.0,100.0,1426.0
ouarda,6,0.0,100.0,1406.0
celena,6,0.0,100.0,1394.0
duncan,6,100.0,0.0,1371.0
albine,6,0.0,100.0,1370.0
sigrid,6,0.0,100.0,1369.0
colyne,6,0.0,100.0,1368.0
yamine,6,100.0,0.0,1365.0
lohann,6,93.06,6.94,1355.0
timael,6,100.0,0.0,1353.0
elyssa,6,0.0,100.0,1346.0
hidaya,6,0.0,100.0,1346.0
zaynab,6,0.0,100.0,1346.0
ericka,6,0.0,100.0,1344.0
kathia,6,0.0,100.0,1344.0
feryel,6,0.0,100.0,1342.0
shayma,6,0.0,100.0,1341.0
sienna,6,0.0,100.0,1341.0
elyane,6,3.52,96.48,1334.0
tayron,6,100.0,0.0,1330.0
shirel,6,0.0,100.0,1317.0
louana,6,0.0,100.0,1315.0
jeremi,6,100.0,0.0,1314.0
leonel,6,100.0,0.0,1313.0
zayneb,6,0.0,100.0,1309.0
flavia,6,0.0,100.0,1308.0
soazig,6,0.0,100.0,1302.0
maella,6,0.0,100.0,1296.0
nessim,6,100.0,0.0,1293.0
daouda,6,100.0,0.0,1292.0
djenna,6,0.0,100.0,1274.0
willem,6,100.0,0.0,1272.0
mariem,6,0.0,100.0,1271.0
yolene,6,0.0,100.0,1268.0
billie,6,0.0,100.0,1262.0
wissal,6,3.25,96.75,1262.0
adelia,6,0.0,100.0,1247.0
malcom,6,100.0,0.0,1243.0
sofien,6,100.0,0.0,1238.0
jaouad,6,100.0,0.0,1237.0
leeloo,6,0.0,100.0,1232.0
mylena,6,0.0,100.0,1229.0
cyrine,6,0.0,100.0,1228.0
tesnim,6,0.0,100.0,1227.0
josefa,6,0.0,100.0,1224.0
dahlia,6,0.0,100.0,1220.0
fannie,6,0.0,100.0,1219.0
odille,6,0.0,100.0,1214.0
dilara,6,0.0,100.0,1209.0
maxens,6,100.0,0.0,1209.0
billel,6,100.0,0.0,1203.0
illona,6,0.0,100.0,1199.0
renato,6,100.0,0.0,1196.0
shanon,6,4.18,95.82,1195.0
werner,6,100.0,0.0,1194.0
hacene,6,100.0,0.0,1191.0
maddie,6,0.0,100.0,1191.0
cerise,6,0.0,100.0,1183.0
alwena,6,0.0,100.0,1181.0
cheikh,6,100.0,0.0,1167.0
darren,6,100.0,0.0,1164.0
leeroy,6,100.0,0.0,1161.0
furkan,6,100.0,0.0,1160.0
nicola,6,94.9,5.1,1157.0
auxane,6,9.6,90.4,1156.0
eusebe,6,81.6,18.4,1152.0
kieran,6,100.0,0.0,1150.0
lahcen,6,100.0,0.0,1140.0
nouria,6,0.0,100.0,1138.0
donald,6,100.0,0.0,1136.0
mattia,6,96.37,3.63,1131.0
thelio,6,100.0,0.0,1129.0
arthus,6,100.0,0.0,1126.0
ileana,6,0.0,100.0,1126.0
helios,6,100.0,0.0,1123.0
dawson,6,100.0,0.0,1122.0
aldric,6,100.0,0.0,1120.0
myriem,6,0.0,100.0,1120.0
thalya,6,0.0,100.0,1118.0
manolo,6,100.0,0.0,1116.0
thiery,6,100.0,0.0,1116.0
ondine,6,0.0,100.0,1109.0
sloane,6,10.69,89.31,1104.0
lizzie,6,0.0,100.0,1099.0
meryam,6,0.0,100.0,1098.0
clelie,6,0.0,100.0,1097.0
fleury,6,100.0,0.0,1097.0
steffy,6,0.0,100.0,1096.0
divine,6,5.84,94.16,1095.0
henria,6,0.0,100.0,1095.0
manoah,6,91.6,8.4,1095.0
chadia,6,0.0,100.0,1094.0
ilayda,6,0.0,100.0,1089.0
karene,6,0.0,100.0,1089.0
milana,6,0.0,100.0,1087.0
loelia,6,0.0,100.0,1086.0
annaig,6,0.0,100.0,1085.0
tylian,6,100.0,0.0,1082.0
chahid,6,100.0,0.0,1078.0
louiza,6,0.0,100.0,1076.0
medard,6,83.74,16.26,1076.0
janice,6,2.98,97.02,1073.0
ursula,6,0.0,100.0,1070.0
ilyass,6,100.0,0.0,1062.0
naoual,6,0.0,100.0,1062.0
ilhame,6,0.0,100.0,1061.0
israel,6,100.0,0.0,1061.0
aziliz,6,0.0,100.0,1059.0
hailey,6,13.69,86.31,1059.0
zeyneb,6,0.0,100.0,1056.0
sainte,6,38.58,61.42,1055.0
dayana,6,0.0,100.0,1046.0
gaspar,6,100.0,0.0,1043.0
sohann,6,94.06,5.94,1043.0
saloua,6,0.0,100.0,1042.0
andres,6,100.0,0.0,1040.0
klervi,6,0.0,100.0,1040.0
levana,6,0.0,100.0,1040.0
raquel,6,0.0,100.0,1039.0
amelya,6,0.0,100.0,1037.0
ramata,6,0.0,100.0,1031.0
malonn,6,100.0,0.0,1022.0
anaise,6,0.0,100.0,1015.0
serkan,6,100.0,0.0,1013.0
ariana,6,0.0,100.0,1005.0
rayhan,6,97.51,2.49,1003.0
maroua,6,0.0,100.0,1000.0
marie,5,1.19,98.81,2259135.0
andre,5,99.91,0.09,712818.0
louis,5,99.97,0.03,525486.0
alain,5,99.99,0.01,506944.0
roger,5,99.95,0.05,423794.0
henri,5,99.95,0.05,405832.0
david,5,99.96,0.04,313985.0
renee,5,0.03,99.97,221808.0
bruno,5,99.92,0.08,220771.0
serge,5,99.87,0.13,219396.0
julie,5,0.03,99.97,214549.0
annie,5,0.0,100.0,210144.0
lucie,5,0.06,99.94,206311.0
alice,5,0.05,99.95,198912.0
lucas,5,99.97,0.03,175872.0
manon,5,0.01,99.99,170436.0
sarah,5,0.02,99.98,170136.0
emile,5,99.89,0.11,168215.0
kevin,5,99.99,0.01,166822.0
jules,5,99.91,0.09,160115.0
chloe,5,0.03,99.97,158874.0
denis,5,99.96,0.04,153075.0
laura,5,0.01,99.99,148265.0
maria,5,0.05,99.95,140457.0
herve,5,99.98,0.02,139588.0
anais,5,0.0,100.0,135044.0
elise,5,0.48,99.52,121919.0
agnes,5,0.24,99.76,113225.0
clara,5,0.0,100.0,97776.0
odile,5,0.42,99.58,93515.0
aline,5,0.0,100.0,90430.0
simon,5,99.9,0.1,89917.0
cyril,5,100.0,0.0,88381.0
irene,5,2.19,97.81,83954.0
sonia,5,0.0,100.0,83557.0
laure,5,0.14,99.86,83520.0
fanny,5,0.0,100.0,80195.0
nadia,5,0.0,100.0,74198.0
julia,5,0.0,100.0,72889.0
nelly,5,0.04,99.96,70181.0
jacky,5,99.84,0.16,69252.0
dylan,5,99.95,0.05,67860.0
ethan,5,99.93,0.07,66845.0
regis,5,100.0,0.0,65596.0
cindy,5,0.03,99.97,64129.0
lydie,5,0.24,99.76,63365.0
yanis,5,99.94,0.06,61509.0
celia,5,0.0,100.0,60290.0
maeva,5,0.0,100.0,57856.0
edith,5,0.11,99.89,57050.0
sacha,5,94.06,5.94,56986.0
elisa,5,0.0,100.0,56106.0
robin,5,99.8,0.2,53384.0
felix,5,99.39,0.61,50604.0
ambre,5,0.1,99.9,50002.0
nolan,5,99.95,0.05,47915.0
paule,5,0.05,99.95,46293.0
mehdi,5,100.0,0.0,45570.0
adele,5,0.23,99.77,44212.0
lilou,5,0.05,99.95,43900.0
timeo,5,100.0,0.0,43388.0
gabin,5,99.63,0.37,43013.0
yoann,5,100.0,0.0,42498.0
erwan,5,99.92,0.08,39716.0
rayan,5,99.89,0.11,39498.0
karim,5,99.93,0.07,38465.0
louna,5,0.0,100.0,36937.0
jimmy,5,100.0,0.0,35889.0
johan,5,99.76,0.24,34772.0
reine,5,0.22,99.78,34184.0
elena,5,0.0,100.0,31757.0
lydia,5,0.0,100.0,31641.0
raoul,5,99.63,0.37,31171.0
katia,5,0.0,100.0,31070.0
linda,5,0.0,100.0,31028.0
anita,5,0.0,100.0,29541.0
aaron,5,99.86,0.14,29194.0
leila,5,0.0,100.0,29079.0
brice,5,99.5,0.5,28426.0
aimee,5,0.32,99.68,28165.0
alban,5,99.66,0.34,27521.0
sofia,5,0.0,100.0,27345.0
cathy,5,0.0,100.0,27332.0
carla,5,0.0,100.0,26393.0
lenny,5,98.84,1.16,26372.0
james,5,100.0,0.0,25936.0
kelly,5,1.45,98.55,25317.0
bryan,5,100.0,0.0,24648.0
yohan,5,100.0,0.0,24592.0
leone,5,1.12,98.88,24513.0
amine,5,98.87,1.13,24166.0
teddy,5,99.83,0.17,23635.0
oscar,5,100.0,0.0,23391.0
steve,5,100.0,0.0,22239.0
ahmed,5,100.0,0.0,21329.0
diane,5,0.0,100.0,21223.0
flora,5,0.42,99.58,20947.0
jason,5,100.0,0.0,20864.0
ilyes,5,100.0,0.0,20604.0
mateo,5,100.0,0.0,20013.0
diego,5,100.0,0.0,19732.0
tiago,5,100.0,0.0,19518.0
inaya,5,0.16,99.84,19036.0
leana,5,0.0,100.0,18926.0
willy,5,99.89,0.11,18633.0
kenza,5,0.0,100.0,18594.0
assia,5,0.0,100.0,18375.0
sandy,5,12.33,87.67,18151.0
farid,5,100.0,0.0,18065.0
leane,5,0.0,100.0,17766.0
peggy,5,0.42,99.58,17599.0
allan,5,100.0,0.0,17587.0
jessy,5,76.64,23.36,16891.0
samir,5,100.0,0.0,16773.0
isaac,5,100.0,0.0,16712.0
ayoub,5,100.0,0.0,16670.0
mario,5,99.69,0.31,16658.0
aicha,5,0.0,100.0,16615.0
sasha,5,57.33,42.67,16441.0
joris,5,100.0,0.0,16178.0
ronan,5,100.0,0.0,16083.0
boris,5,100.0,0.0,15818.0
ruben,5,100.0,0.0,15523.0
enora,5,0.0,100.0,15503.0
logan,5,99.08,0.92,15316.0
loris,5,99.59,0.41,15201.0
thais,5,7.79,92.21,15172.0
samia,5,0.0,100.0,14943.0
betty,5,0.0,100.0,14849.0
elias,5,100.0,0.0,14716.0
hamza,5,100.0,0.0,14690.0
pablo,5,100.0,0.0,14335.0
bilal,5,100.0,0.0,14280.0
zelie,5,0.0,100.0,14212.0
kenzo,5,100.0,0.0,14202.0
karen,5,0.35,99.65,13918.0
kamel,5,100.0,0.0,13794.0
wendy,5,3.55,96.45,13729.0
elina,5,0.0,100.0,13625.0
ninon,5,0.16,99.84,13545.0
amina,5,0.0,100.0,13324.0
louka,5,98.53,1.47,13070.0
ilona,5,0.0,100.0,12816.0
moise,5,98.89,1.11,12667.0
nabil,5,100.0,0.0,12589.0
flore,5,0.52,99.48,12043.0
malik,5,100.0,0.0,12004.0
walid,5,100.0,0.0,11844.0
imane,5,0.98,99.02,11780.0
henry,5,99.81,0.19,11765.0
milan,5,99.79,0.21,11682.0
lilia,5,0.0,100.0,11561.0
manel,5,2.21,97.79,11560.0
frank,5,100.0,0.0,11518.0
eliot,5,100.0,0.0,11399.0
imran,5,99.51,0.49,11324.0
lison,5,0.0,100.0,11302.0
fiona,5,0.0,100.0,11252.0
cesar,5,100.0,0.0,11030.0
romeo,5,100.0,0.0,11030.0
selma,5,0.0,100.0,10974.0
noham,5,100.0,0.0,10688.0
loane,5,0.84,99.16,10394.0
erika,5,0.0,100.0,10278.0
eline,5,0.0,100.0,10027.0
anouk,5,0.37,99.63,9858.0
hakim,5,100.0,0.0,9826.0
tania,5,0.0,100.0,9715.0
marin,5,99.23,0.77,9702.0
salim,5,100.0,0.0,9698.0
jenny,5,0.43,99.57,9646.0
nancy,5,0.0,100.0,9556.0
naima,5,0.0,100.0,9494.0
farah,5,0.79,99.21,9251.0
salma,5,0.0,100.0,9215.0
sohan,5,99.45,0.55,9195.0
lukas,5,100.0,0.0,9091.0
angel,5,90.02,9.98,9086.0
roman,5,100.0,0.0,9017.0
paola,5,0.0,100.0,8957.0
naomi,5,0.25,99.75,8914.0
livia,5,0.0,100.0,8878.0
lucia,5,0.0,100.0,8859.0
enola,5,0.0,100.0,8826.0
diana,5,0.0,100.0,8784.0
jonas,5,99.22,0.78,8764.0
tessa,5,0.0,100.0,8657.0
edgar,5,100.0,0.0,8613.0
shana,5,0.0,100.0,8547.0
fares,5,100.0,0.0,8450.0
lylou,5,0.0,100.0,8380.0
ayden,5,97.46,2.54,8043.0
fabio,5,100.0,0.0,8033.0
brian,5,100.0,0.0,8019.0
marco,5,100.0,0.0,8015.0
amira,5,0.0,100.0,8012.0
aymen,5,100.0,0.0,8007.0
paolo,5,100.0,0.0,7630.0
hanna,5,0.0,100.0,7627.0
marwa,5,0.0,100.0,7369.0
swann,5,71.53,28.47,7252.0
kenny,5,98.3,1.7,7246.0
maite,5,0.0,100.0,7161.0
fatma,5,0.0,100.0,7157.0
nawel,5,1.48,98.52,7083.0
rania,5,0.0,100.0,7055.0
erick,5,100.0,0.0,6900.0
alois,5,94.85,5.15,6838.0
aubin,5,98.37,1.63,6801.0
armel,5,93.24,6.76,6744.0
bilel,5,100.0,0.0,6688.0
jenna,5,0.0,100.0,6655.0
safia,5,0.0,100.0,6632.0
zohra,5,0.0,100.0,6628.0
ilyas,5,100.0,0.0,6619.0
hanae,5,0.0,100.0,6544.0
lyana,5,0.0,100.0,6504.0
paula,5,0.0,100.0,6405.0
matis,5,100.0,0.0,6306.0
laila,5,0.0,100.0,6117.0
colin,5,100.0,0.0,6090.0
nahil,5,100.0,0.0,6086.0
stacy,5,1.58,98.42,6022.0
naila,5,0.0,100.0,5985.0
selim,5,100.0,0.0,5863.0
tommy,5,100.0,0.0,5772.0
ilyan,5,100.0,0.0,5738.0
issam,5,100.0,0.0,5732.0
doris,5,5.63,94.37,5697.0
mandy,5,0.84,99.16,5625.0
lohan,5,98.2,1.8,5614.0
aliya,5,0.0,100.0,5561.0
harry,5,100.0,0.0,5509.0
livio,5,100.0,0.0,5503.0
